rating,text,title,date,city
5,V nice product ..love it,Mind-blowing purchase,Mar 2024,Kathua District
5,Nice phone,Great product,Mar 2024,Moradabad
5,One word only amazing,Awesome,Mar 2024,Faridabad
5,Brilliant Product !!!!,Terrific purchase,Mar 2024,Roorkee
5,Very good,Wonderful,Mar 2024,Kolkata
1,From the moment I started using this phone I noticed excessive heating especially during charging or performing basic tasks. This issue is not only uncomfortable but also concerning considering the premium price I paid for the device,Very poor,Mar 2024,Pune
5,Apple iphone 15 new PRATHAMESH GHASE,Excellent,Mar 2024,Nagothana
5,Awesome camera and performance,Fabulous!,Mar 2024,Bengaluru
5,Wonderful,Great product,Mar 2024,Kairana
4,"This phone is just a masterpiece... The camera is Quite Impressive, Display is Top Notch. When you shift from Android to IPhone 60Hz display it will not bother you. Just a heating problem is there when you do the software update , I felt it while i updated. Thanks Flipkart and team for sending This Product Safely.",Good quality product,Mar 2024,Debagarh District
5,Good look and camera best,Super!,Mar 2024,Alwar
3,Good Mobile performance and camera good quality Awesome looks MOHD SAIF,Decent product,Mar 2024,Kanpur
5,I love iPhone 15 SUSMITA DINDA,Super!,Mar 2024,Bahirgram
1,Mobile is getting hit while charging the mobile. upendra kumar,Waste of money!,Mar 2024,Pithoragarh
5,Harprit,Fabulous!,Mar 2024,Gangoh
5,Nice product,Great product,Mar 2024,New Town
5,Nice phone,Fabulous!,Mar 2024,Bengaluru Rural District
4,Gaurav,Value-for-money,Mar 2024,Beed
4,Super performance malli madala,Delightful,Mar 2024,Guntur District
5,Excellent product,Just wow!,Mar 2024,Thane District
5,Always best in class. Worth investing on any iPhone especially iPhone 15. Got in buy back offer giving back the old android. New experience since it is the first iPhone for my wife.,Perfect product!,Mar 2024,Navsari
4,Kapil,Delightful,Mar 2024,Jhumri Tilaiya
5,good mobile as of now in the market. Praveen K,Awesome,Mar 2024,Bengaluru
5,ajay,Fabulous!,Mar 2024,Hardwar District
5,Excellent MAQSOOD SIDDIQUI,Terrific purchase,Mar 2024,Azamgarh
4,"Mobile gets heat up as soon as put it on the charge. Also, Bluetooth and wifi get automatically reset after few hrs and disconnects. Overall iPhone never disappoint. Good Quality phone",Nice product,Mar 2024,Chennai
5,Lovely !! ANTHNY CH MARAK,Must buy!,Mar 2024,Williamnagar
5,GREAT PRODUCT JIKIRUL ZAMAN,Wonderful,Mar 2024,Guwahati
4,wonderful product,Pretty good,Mar 2024,Kangra District
4,Ricky,Nice product,Mar 2024,Sonitpur District
5,Surbhi,Classy product,Mar 2024,New Delhi
5,Nice,Must buy!,Mar 2024,Washim
4,"Best value for money phone , great camera",Great product,Mar 2024,Koch Bihar
5,Satish p,Perfect product!,Mar 2024,Kakinada
5,,Brilliant,Mar 2024,Fatehabad
5,,Excellent,Mar 2024,Karnal
5,Lovely phone,Worth every penny,Mar 2024,Ferozepur
5,Azad,Must buy!,Mar 2024,Bulandshahr
5,Tqs for delivered. Good product but sometimes be little someheat.,Awesome,Mar 2024,Solan District
5,About phone excellent,Classy product,Mar 2024,Hyderabad
5,nyc product,Mind-blowing purchase,Mar 2024,Gorakhpur
5,Best value for money I phone,Great product,Mar 2024,New Delhi
4,Good but light weight,Worth the money,Mar 2024,New Delhi
5,No words.,Excellent,Mar 2024,Sherkot
5,Best in the market,Fabulous!,Mar 2024,Ghaziabad
5,Manish,Fabulous!,Mar 2024,Bhiwani
5,Looking so so so cute and very premium quality avaneendra mishra,Perfect product!,Mar 2024,Auraiya District
5,Nice product,Best in the market!,Mar 2024,New Delhi
5,Super performance. Super super super.,Excellent,Mar 2024,Chirala
5,Camera is Awesome Must buy,Must buy!,Mar 2024,Amravati Division
5,Apple better than feel android,Fabulous!,Mar 2024,Behror
4,Beautiful design,Value-for-money,Mar 2024,Panisagar
5,Over all great Prabakar T,Great product,Mar 2024,Tirupati
5,sudharsan kondeti,Highly recommended,Mar 2024,Ranga Reddy
5,Thanks Flipkart for provide at good rate within deliverables time,Wonderful,Mar 2024,Palwal
5,No word to say Asif Aktar.,Wonderful,Mar 2024,Howli
4,Just buy it Amar RoXx,Really Nice,Mar 2024,Raipur
5,Very nice Stebin.K.Alias,Super!,Mar 2024,Ernakulam
5,Nice work in all respects SHAILENDRA SINGH,Perfect product!,Mar 2024,Muzaffarpur
4,Great product by apple HEMANT KUMAR,Delightful,Mar 2024,New Delhi
5,"Amazing phone, upgraded from 12 mini to 15 coz of better battery. works grat, wonderful camera clarity and depth. Abundance in features",The Best,Mar 2024,Sanquelim
2,Battery backup is less,Expected a better product,Mar 2024,Srinagar
5,Good performance premium phone,Just wow!,Mar 2024,Guwahati
5,Superb Phone For this budget Fully satisfied,Best in the market!,Mar 2024,Bengaluru
5,Very nice,Terrific purchase,Mar 2024,Vadodara
5,Apple iPhone 15 is too good.,Excellent,Mar 2024,Vellalur
5,,Excellent,Mar 2024,Kharagpur
5,Product is good k Ajay chandra,Perfect product!,Mar 2024,Kodad
5,Bhupesh,Simply awesome,Mar 2024,Patna
5,It was nice,Super!,Mar 2024,Murshidabad
5,Camera awesome. I like the performance while playing games and vedio recording. Awesome mobile .,Perfect product!,Mar 2024,Varanasi
5,sameer miyan,Awesome,Mar 2024,Udham Singh Nagar
5,Good device. Small but powerful.,Highly recommended,Mar 2024,Bengaluru
5,Better quality camera parfomas Is good quality camera,Fabulous!,Mar 2024,Hyderabad
5,Good look and nice performance,Simply awesome,Mar 2024,Rajahmundry
5,Worth an investment,Super!,Mar 2024,Ghaziabad
5,"Everything is perfect camera, Battery along with display and In performance this is beast with A16 Bionic chip.",Must buy!,Mar 2024,Dehradun
4,Good but Bold and small size,Really Nice,Mar 2024,Bara Banki District
5,,Excellent,Mar 2024,Patiala
5,Worth the upgrade from my iPhone SE 2020!,Mind-blowing purchase,Feb 2024,Chennai
1,Heat while using phone,Useless product,Feb 2024,Belagavi
5,Naushad,Fabulous!,Feb 2024,Pakbara
1,Worst experience Natraj M,Did not meet expectations,Feb 2024,Chennai
3,this is my first iphone super.some more little bit heating issue ajay kumar K,Decent product,Feb 2024,Mahbubnagar
5,Best camera Super battery backup Fantastic finishing Pradeep singh,Worth every penny,Feb 2024,New Delhi
5,Must Buy Camera Awesome Battery backup Good Display is outstanding Overall a good choice...,Best in the market!,Feb 2024,Jind
5,Very good quality but canera not good like Samsung ultra,Just wow!,Feb 2024,Muzaffarpur
5,Best,Simply awesome,Feb 2024,Roorkee
5,"Its a first time to have apple product and exciting one, fabulous one. AVULA HUSSAINI",Fabulous!,Feb 2024,Ysr District
5,Really a good mobile. I was an android user but I like the performance of iPhone much better than android and also the feel and user interface is much much better than android.,Mind-blowing purchase,Feb 2024,Chandigarh
5,Overall gud,Just wow!,Feb 2024,Chennai
4,Fantastic,Pretty good,Feb 2024,Surat
5,Camara awesome my review and half month use after nice colour,Classy product,Feb 2024,Kozhikode
1,Faulty set,Absolute rubbish!,Feb 2024,Srinagar
5,Awesome,Simply awesome,Feb 2024,Bhanupratappur
5,Product is good but battery capacity is low,Nice product,Feb 2024,Kullu
5,V K,Brilliant,Feb 2024,Ghaziabad
3,Exallent nice good quality thanqu flipkart,Decent product,Feb 2024,Hyderabad
4,For me its okay,Really Nice,Feb 2024,Goalpara District
1,Heating issue,Not recommended at all,Feb 2024,Yavatmal
1,,Did not meet expectations,Feb 2024,Bengaluru
5,Go for it. Battery backup is great. Mr.,Mind-blowing purchase,Feb 2024,New Delhi
5,Narender,Just wow!,Feb 2024,Jaipur
5,Absolutely,Must buy!,Feb 2024,Faridabad
5,Ajju,Perfect product!,Feb 2024,Gauri Bazar
5,Just Fabulous AKASH JASROTIA,Perfect product!,Feb 2024,Kathua
4,Og mobile phone,Worth the money,Feb 2024,Ahmadnagar
5,"I recently purchased the iPhone 15 from your store, and Im beyond delighted with my experience. The devices cutting-edge features, sleek design, and seamless performance have truly exceeded my expectations.Your attention to detail in packaging ensured the phone arrived in pristine condition. The prompt delivery and excellent customer service further showcase your commitment to customer satisfaction.",Must buy!,Feb 2024,New Delhi
4,"Product is average battery is average. Camara good,display good,touch response ok ok Looks good.in hand feeling good,over all 3.5 stars",Worth the money,Feb 2024,New Delhi
5,Great product,Fabulous!,Feb 2024,Bhubaneswar
5,Its amazing phone,Great product,Feb 2024,Kolkata
4,Overly good,Good quality product,Feb 2024,Srikakulam
5,Apple shall work on Notch to minimise the size RAGHVENDRA PORWAL,Great product,Feb 2024,Noida
5,Good camera clarity and handy,Awesome,Feb 2024,Chennai
4,Phone is very good the camera is so good performance is top notch Saksham mudgal S.M,Delightful,Feb 2024,Indore
4,Very good phone,Value-for-money,Feb 2024,Meerut
5,Very nice phone Camera quality is awesome,Fabulous!,Feb 2024,Jeypur
5,Meraj,Wonderful,Feb 2024,Safidon
5,Superb,Fabulous!,Feb 2024,Hyderabad
3,Phone heated up. Not user friendly like,Decent product,Feb 2024,Baloda Bazar District
4,Pratik,Good quality product,Feb 2024,Lohara Osmanabad
5,Awesome DEBOJYOTI DEY,Highly recommended,Feb 2024,Cooch Behar
5,Perfect in budget,Just wow!,Feb 2024,Ranchi
5,Received in perfect condition.,Received in perfect condition.,Feb 2024,Panchkula
5,One of my fav toy,Terrific purchase,Feb 2024,Jaipur
5,over all good prince raj krishna,Wonderful,Feb 2024,Khusrupur
5,Good one,Highly recommended,Feb 2024,Bengaluru
2,Heating issue,Not good,Feb 2024,Jamui
1,Phone is heating like a heater,Utterly Disappointed,Feb 2024,Macherla
5,"Product is good, should have macro lens. Being with premium prices should provide charger adapter and headphones.",Worth every penny,Feb 2024,Srinagar
5,Love it,Great product,Feb 2024,Nizamabad
1,Not perfect,Very poor,Feb 2024,Ghazipur
1,One of the worst phones ever... DO NOT BUY IT.. GO FOR ANY ANDROID PHONE. REST TAKE YOUR RISK AND REGRET,Not recommended at all,Feb 2024,Thane
4,Camera quality and battery life could be little better. Rest is good. Babita kumari,Very Good,Feb 2024,Nashik
5,Delivered Genuine Product 100 happy.,Brilliant,Feb 2024,Bareilly
5,Anirudha Prakash Gahan gulu,Highly recommended,Feb 2024,Naupada
4,Satisfied with the purchase.,Good quality product,Feb 2024,Bengaluru
5,This is my first iPhone and i loved it. Thank you,Great product,Feb 2024,Gurgaon Division
5,Its really amazing to buy a phone from Flipcart very fast delivery and authentic quality Thanks flipcart,Just wow!,Feb 2024,Vasai Virar
5,Fantastic,Wonderful,Feb 2024,Kolkata
4,Best phone,Wonderful,Feb 2024,Shamli
5,Superb,Brilliant,Feb 2024,Buxar
5,Good phone,Awesome,Feb 2024,Navi Mumbai
5,After usage of one month everything is fine except phone heating when playing games like battle grounds,Simply awesome,Feb 2024,Hyderabad
5,iPhone 15 is a good product to use with the best features and quality of the iPhone Happy to have it.!!! sabdar bagwan,Wonderful,Feb 2024,Osmanabad
5,Mariya,Worth every penny,Feb 2024,Hazaribagh
2,,Perfect product!,Feb 2024,New Delhi
5,nice Love it.. sahnur,Terrific,Feb 2024,Mangaldoi
5,Awesome in 80 of aspects,Classy product,Feb 2024,Pipariya
5,Solid product Worth upgrading from iPhone 12,Excellent,Feb 2024,Gondiya
5,Excellent performance,Excellent,Feb 2024,Chandigarh
5,Harsh,Great product,Feb 2024,Navsari
1,"The battery dries very quickly. I needed to charge twicethrice in a day, also facing heating issue while charging feedback given after 15 days of use. I switched from android to IOS and very, very disappointed.",Utterly Disappointed,Feb 2024,Bengaluru
5,Very happy to use this ip15. manashjyoti saikia,Simply awesome,Feb 2024,Kamrup District
5,Better phone,Fabulous!,Feb 2024,New Delhi
5,"Excellent this is my first iPhone and I just love everything about this phone.The design the performance , camera quality everything is so good, Just go for it",Great product,Feb 2024,Gadag District
5,Sahil Artamp39s,Must buy!,Feb 2024,Azamgarh
5,Awsome KUSHAL TANEJA,Simply awesome,Feb 2024,Agra
5,Excellent,Fabulous!,Feb 2024,Jamshedpur
5,"Great purchase. Camera is improved as well as the performance. Battery life is far better. Design change is the most welcoming thing, comfortable to hold.",Simply awesome,Feb 2024,Haora District
5,Thanks,Mind-blowing purchase,Feb 2024,Faridabad
5,Beautiful DINABANDHU BHAKTA,Awesome,Feb 2024,Damanjodi
1,Phone is already hanging,Waste of money!,Feb 2024,Mysuru
5,Nice products by apple in Purchasing from flipkart. You have must buy.,Super!,Feb 2024,New Delhi
5,Awesome Phone ABULAS MANSOORI,Perfect product!,Feb 2024,Raigarh
1,The camera is not good when zoomed in the photo is blur even though iphone 13 camera is better VISHAL KOLI,Worst experience ever!,Feb 2024,Mumbai
5,,Fabulous!,Feb 2024,Hyderabad
5,Yash vardhan,Mind-blowing purchase,Feb 2024,Noida
5,Happy with the product,Fabulous!,Feb 2024,New Delhi
5,Rehan,Brilliant,Feb 2024,Dungarpur
5,NiCE,Brilliant,Feb 2024,Bahadurgarh
5,good product,Terrific,Feb 2024,Gobardanga
5,No doubt about the I phone 15 one of the best phone in this segment. amit banra,Perfect product!,Feb 2024,Chaibasa
5,Ok Veri Good nice,Must buy!,Feb 2024,Mahendragarh
3,DeprecatedParam,Product is fine n fit for hand,Feb 2024,Bodh Gaya
5,Super performance but battery low,Terrific purchase,Feb 2024,Pulla
5,Best buy happy with iPhone 15,Worth every penny,Feb 2024,Jamui
5,Abhishek,Best in the market!,Feb 2024,Allahabad District
5,Just in one Word Bole to Madhuri style me its perfect,Just wow!,Feb 2024,Vapi
5,iPhone 15 my dream phone I love this raja qureshi,Terrific,Feb 2024,Jharsuguda
5,Best iPhone in base series,Best in the market!,Feb 2024,New Delhi
5,Superb!,Best in the market!,Feb 2024,Greater Noida
5,"good purchase , performance is best in segment",Terrific purchase,Feb 2024,New Delhi
5,Really good,Awesome,Feb 2024,Jaipur
5,Awesome sivaram addanki,Perfect product!,Feb 2024,East Godavari District
5,Super ramesh shekhawat,Super!,Feb 2024,Ranikhet
1,Battery heating issues SHYAM BIRADAR,Horrible,Feb 2024,Sindagi
1,"Worst product, so buy nokia flif , camera is dumb Abdul mazid",Hated it!,Feb 2024,Bhubaneswar
4,Niharika,Pretty good,Feb 2024,Aligarh
5,everything is good,Wonderful,Feb 2024,Churu
5,,Terrific purchase,Feb 2024,Hosapete
5,Good product,Highly recommended,Feb 2024,Tekari
5,Sipunu,Brilliant,Feb 2024,Nalco
5,Only issue is battery backup... otherwise 5 out of 5 Jagdish rathod,Terrific,Feb 2024,Solapur
5,Excellent .. I love it..,Awesome,Feb 2024,Paschim Medinipur District
5,Nice i phone 15 sandipbha,Worth every penny,Feb 2024,Ahmedabad
5,Great product,Classy product,Feb 2024,Navi Mumbai
5,Nice product,Wonderful,Feb 2024,Uran Islampur
5,Aakash,Terrific purchase,Feb 2024,Sidcul Haridwar
1,Dumb phone,Worthless,Feb 2024,Bakshi Ka Talab
5,"Awesum upgrade for my I phone x , worth the wait thanks Flipkart and apple, no heating issue , camera quality s superb , battery has Gud capacity best i phone .",Brilliant,Feb 2024,Chennai
4,Super B ss B ss,Value-for-money,Feb 2024,Bangalore
5,Perfect,Just wow!,Feb 2024,Indore Division
5,Awesome phone and smoothness is amazing go for it blindest luck.,Just wow!,Feb 2024,Sahebganj
5,All-rounder,Great product,Feb 2024,New Town
5,Swapan,Highly recommended,Feb 2024,Navi Mumbai
5,"Its my first iPhone purchase, and Im impressed with the security features, such as Find My and authentication before each app installation from the App Store. However, the iPhone 15 in the green variant has a very light color on the back. It would have been better if it had a more solid color. Shivananda TS",Worth every penny,Feb 2024,Bengaluru
5,Its mine blowing go for it Raja M,Great product,Feb 2024,Bengaluru
5,Very nice phone,Terrific purchase,Feb 2024,Banswara
5,Awesome phone and the cost of the phone in budget.Great camera with before time delivery.Thanks Flipkart for the beautiful phone and also which made me buy at a very reasonable cost,Classy product,Feb 2024,Mumbai
5,Piyush,Terrific purchase,Feb 2024,Udham Singh Nagar
5,Excellent,Classy product,Feb 2024,Secunderabad
5,Really gud Simranjeet singh,Brilliant,Feb 2024,Jalalabad
5,Great,Wonderful,Feb 2024,Udham Singh Nagar District
2,"Im using this phone from a couple of months.But i didnt feel it worthy.It is hanging while receiving a phone call, while saving the contact, searching for contacts,sometimes while taking pictures etc. Back tap sensor do not work properly. Overall experience is not satisfactory.",Could be way better,Feb 2024,Jalna District
5,Excellent Product received,Wonderful,Feb 2024,Akola
5,Good phone,Wonderful,Feb 2024,Noida
5,very nice 15,Wonderful,Feb 2024,Rudrapur
4,"This is my first iphone Battery is pretty impressive and way better than my pixel 6 Camera is Good too, Overall good phone",Value-for-money,Feb 2024,Mallawan
2,Bought this phone from flip kart phone is genuine But the problem is with sim slot only Jio is able to catch data while Airtel and vi are not ableto catch internet so there is problem with some of the devices in 15 series and apple support is stating that this is network providers issue while those sims are working on my old iPhones,Not good,Feb 2024,Kalyan
5,,Excellent,Feb 2024,Eluru
5,"Being a first time apple user in 14 yr, Im literally happy with this device. Loved it Specially User experience and Camera rishabh kashyap",Fabulous!,Feb 2024,Jaora
5,"The iPhone 15, dressed in a mesmerizing shade of blue, boasts exceptional camera prowess, ensuring stellar image quality. Its lighting weight design and impressive battery life redefine convenience and longevity. We got this phone for my father who is retired and upon receiving it was overjoyed . Definitely worth it.",Simply awesome,Feb 2024,Guwahati
5,As expected i phone quality superb original and genuine phone from flipkart,Perfect product!,Feb 2024,Zirakpur
5,Kotisuryam estaramuri,Brilliant,Feb 2024,Prakasam District
5,Excellent Satish kumar,Best in the market!,Feb 2024,Kishangarh Renwal
5,It was delivered as expected!,Must buy!,Feb 2024,Bengaluru
4,Awesome purchase Ajith C,Good quality product,Feb 2024,Thrissur
5,Superb Surya teja Immadi setty,Highly recommended,Feb 2024,Kandukur
1,All Flipkart products are quality less products Quality less service plz dont buy Flipkart products please go check with others.,Very poor,Feb 2024,Hyderabad
2,"My new i phone 15 dynamic island has manufacturing defect. Selfie Camera is placed out of the alignment of dynamic island, battery backup is also not up to mark.",Bad quality,Feb 2024,Ludhiana
5,Great product,Terrific,Feb 2024,New Delhi
5,Very nice phone RAMACHANDRAN RAJARAMAN,Super!,Feb 2024,Madurai
5,Goldy,Excellent,Feb 2024,Mansa
4,Nice products same as expected...,Worth the money,Feb 2024,Dehradun
3,Androids are better in multitasking and have lot features. Iphones are just brand selling product nothing much.,Anoop Singh,Feb 2024,Indore
5,Reliable and secure.,Terrific,Feb 2024,Mohanpur
3,When we use WiFi continue than volume key side heat tejkaran sinha,Just okay,Feb 2024,Patiala
5,,Terrific,Feb 2024,Jaipur
5,Good,Perfect product!,Feb 2024,Bengaluru
5,Just ok,Value-for-money,Feb 2024,Mayiladuthurai
5,Good work and happy GULFAM MUMTAJ,Awesome,Feb 2024,Khatauli
1,Earpiece got damaged within a month. Very poor quality on online shopping from flipkart,Terrible product,Feb 2024,Jammu
2,Average,Moderate,Feb 2024,New Delhi
5,Rinku,Great product,Feb 2024,Indore
1,Did not like it waste of money,Horrible,Feb 2024,Bengaluru
5,Look like a awesome RaviKumar,Just wow!,Feb 2024,Gummadam Village
5,Value for money,Must buy!,Feb 2024,New Delhi
5,"Value for money, genuine product !",Terrific purchase,Feb 2024,Amravati
5,Amit,Worth every penny,Feb 2024,Gurdaspur
4,Venu,Value-for-money,Feb 2024,Hyderabad
5,Good phone,Awesome,Feb 2024,Pune
5,Nehal,Highly recommended,Feb 2024,Ghaziabad
5,Ankit,Best in the market!,Feb 2024,Jhansi
5,Very nice amit kirar,Great product,Feb 2024,Kota
5,Osm mobile,Mind-blowing purchase,Feb 2024,Sahibzada Ajit Singh Nagar District
2,Everything was okay But delivery is not good Worst experience,Moderate,Feb 2024,Kapurthala District
5,Osm camera battery backup is fantastic loving the new features,Super!,Feb 2024,New Delhi
5,Awesome and smoth,Classy product,Feb 2024,Amroha
5,Good experience.. CHANDAN DHAWAN,Wonderful,Feb 2024,Gurugram
5,Awesome phone,Wonderful,Feb 2024,Kalayat
5,Too much good product,Just wow!,Feb 2024,Kapurthala
5,Superb,Super!,Feb 2024,Gurugram
5,Superfast delivery with Open Box Delivery option from my favorite Flipkart. Very good discount I have got and the product is also genuine as I checked from the apple website during delivery. Secured Packaging could have been better.,Fabulous!,Feb 2024,Guwahati
5,P,Best in the market!,Feb 2024,Hyderabad
5,Nice product,Just wow!,Feb 2024,Modinagar
5,Awesome sameer miyan,Highly recommended,Feb 2024,Udham Singh Nagar
5,Niraj kailash,Classy product,Feb 2024,New Delhi
5,My first iPhone. Great performance,Fabulous!,Feb 2024,New Delhi
5,Absolutely amazing.,Fabulous!,Feb 2024,Surat
5,,Just wow!,Feb 2024,Jogabani
5,You wont regret buying it.Awesome smoothness and of premium quality.,Mind-blowing purchase,Feb 2024,Mariani
5,Very nice camera,Super!,Feb 2024,Ullal
5,Best iphone,Worth every penny,Feb 2024,Yamunanagar
5,I am very happy,Fabulous!,Feb 2024,Bhiwani District
4,Varun,Delightful,Feb 2024,Hyderabad
5,Sunny,Great product,Jan 2024,Udaipur
4,Perfect NITIN KALE,Delightful,Jan 2024,Khordha District
4,Very good,Really Nice,Jan 2024,Tarantaran
5,All rounder phone please buy now sirf offer mein mile To buy karo,Highly recommended,Jan 2024,Jaipur
5,I love apple all product are genuine thanks flipkart,Brilliant,Jan 2024,Bhopal
4,Narendra,Worth the money,Jan 2024,Etmadpur
5,Great,Simply awesome,Jan 2024,Lakhisarai
5,Complete value of money. Only buy at discount price or sales .,Excellent,Jan 2024,Chaibasa
5,I had shifted from Android to IOS but it is nice experience......thanks to Flipkart for quick delivery.,Awesome,Jan 2024,Navi Mumbai
5,Well done,Best in the market!,Jan 2024,Jaipur
5,Very good product,Mind-blowing purchase,Jan 2024,Mumbai
5,nice phone Parvinder kumar,Perfect product!,Jan 2024,Pinjore
5,"Amazing camera, best battery life after 17.3 update, Best performance in the market. Vishnu M",Highly recommended,Jan 2024,Kancheepuram
5,Nice iPhone,Brilliant,Jan 2024,Rajkot
5,Awesome performance and Pictures ANUJ SINGH,Great product,Jan 2024,Muradnagar
5,I phone 15 tha best cemra vishal rastogi,Terrific purchase,Jan 2024,Lakhimpur
4,Impressive Md.,Value-for-money,Jan 2024,Bhopal
5,Nice phone,Excellent,Jan 2024,New Delhi
5,Fabulous thanks,Highly recommended,Jan 2024,Bhandara
5,kammagoni sai,Excellent,Jan 2024,Hyderabad
5,Good mobile,Perfect product!,Jan 2024,Samastipur District
5,Superb,Classy product,Jan 2024,Thiruvananthapuram
4,Best iPhone ever Rajashekar K,Worth the money,Jan 2024,Metpally
5,So nice,Perfect product!,Jan 2024,Faridabad
1,Heating issue Battery drainage issue Delay in delivery and price drop within 5 days of,Dont waste your money,Jan 2024,Gadchiroli District
5,Best in class ranjeet,Wonderful,Jan 2024,Ghaziabad
5,Amazing. Better performance in every aspect. Only the camera zoom is little more expected only 10X.,Worth every penny,Jan 2024,Varanasi
5,Good experience with iPhone 15,Great product,Jan 2024,Sanand Gidc
5,Only lack is 120Hz refresh rate.,Excellent,Jan 2024,Darbhanga
5,its been 1 week so far good feels premium,Excellent,Jan 2024,Prayagraj
5,Thank you Flipcart for this lovely product Total utilisation of money,Simply awesome,Jan 2024,Shimla District
1,There are heating issues in the iPhone 15 I dont know about the pro version.Not value for money just brand value.better to go for OnePlus 12 like that. The exchange policy of Flipkart is very bad and cheating.they will show u one values.but actual value like peanuts. overall worst experience!!! I have used a OnePlus 7t for 4 years.very good phone.my opinion iPhone 15 dont buy for name sake. dont waste hard earned money.,Utterly Disappointed,Jan 2024,Visakhapatnam
5,As described the phone is super and very handy to use. The camera is super.,Worth it,Jan 2024,Bengaluru
5,Very good md meraj,Must buy!,Jan 2024,Korba District
5,Pramendar,Fabulous!,Jan 2024,Arrah
5,Yogesh,Super!,Jan 2024,Ludhiana
5,Very nice this product Thanks fipcart avinash kumar,Classy product,Jan 2024,Araria District
4,Overall best phone Dev lal,Pretty good,Jan 2024,Kota District
5,Bishal,Wonderful,Jan 2024,Mumbai
1,Please dont buy its over rated it only worthy if the price is 40000 otherwise dont buy . Buy some other products.,Horrible,Jan 2024,Chennai
5,Its iPhone Good working as expected Dilip Kumar G,Perfect product!,Jan 2024,Visakhapatnam
5,Perfect,Excellent,Jan 2024,Bengaluru
4,Good one D.,Really Nice,Jan 2024,Arumuganeri
5,Nice phone,Mind-blowing purchase,Jan 2024,Dongargaon
4,Raja,Delightful,Jan 2024,Agartala
5,Its an amazing products. Rasmirekha sahoo,Brilliant,Jan 2024,Bhuban
5,Short summary Nice small compact phone with awesome camera and battery life.,Highly recommended,Jan 2024,Kozhikode
4,Javed,Really Nice,Jan 2024,Chhachhrauli
5,Good product omprakash tiwari,Perfect product!,Jan 2024,Kaimur Bhabua District
5,Perfect delivery on time and product is value for money,Just wow!,Jan 2024,Navi Mumbai
5,Good,Simply awesome,Jan 2024,Periyampatti
5,Amazing phone loved it,Just wow!,Jan 2024,Amritsar
5,All good,Terrific purchase,Jan 2024,Dhanaula
5,Rohit,Wonderful,Jan 2024,Gurugram
2,CLR of the phone as states is not green it looks like white... Waste of money raja shaw,Could be way better,Jan 2024,Kolkata
5,Superb,Perfect product!,Jan 2024,Ghughuli
5,Good luck,Worth every penny,Jan 2024,Pardi
5,Great mobile,Terrific,Jan 2024,Fazilka District
3,Ravinder sanga,everything is good except battery performance when 5g enabled,Jan 2024,Utnoor
5,Amit,Worth every penny,Jan 2024,Udhampur
4,Rahul,Worth the money,Jan 2024,Ranchi District
4,Ashok,Pretty good,Jan 2024,Pimpri Chinchwad
5,Excellent,Perfect product!,Jan 2024,Sri Ganganagar
5,Too good..,Excellent,Jan 2024,Kolkata
4,Superb smartphone 55 in all criteria ...but only one problem i.e front camera clicks low quality photos... and wide angle also have low quality in both terms clicking and video recording.... and heating issues while shooting videos or clicking photos,Wonderful,Jan 2024,Sambalpur
5,LAKSHMI SANKAR ANGARA,Best in the market!,Jan 2024,Tanuku
5,Best looking Nigam kumar,Terrific purchase,Jan 2024,Begusarai District
5,Awesome,Excellent,Jan 2024,Solan
1,Phone getting hot. MANJUNATH .,Not recommended at all,Jan 2024,Mysuru
5,Only say one word it is awesome without any doubt,Classy product,Jan 2024,Jabalpur
5,Best iPhone Ever,Super!,Jan 2024,Agartala
5,Excellent phone,Mind-blowing purchase,Jan 2024,Hyderabad
5,This is very ultimate product,Must buy!,Jan 2024,Indore
4,,Awesome,Jan 2024,Chittoor
5,Amezing product,Classy product,Jan 2024,Vikasnagar
5,Best Xperience and Best Choice Pintu kumar,Simply awesome,Jan 2024,Bihta Patna District
5,Not bad Rajput kapil,Simply awesome,Jan 2024,Bharatpur
4,Only heating problem and other is good,Really Nice,Jan 2024,Kalaburgi
5,Awesome,Worth every penny,Jan 2024,Bengaluru
5,AYYUB KUTLERIWALA,Terrific,Jan 2024,Navsari
5,Sunil,Simply awesome,Jan 2024,Mumbai
5,Ultimate phone ANIL SHRIVASTAV,Great product,Jan 2024,Budaun
5,Value for money keshav yadav,Perfect product!,Jan 2024,Gorakhpur
5,Good phone,Simply awesome,Jan 2024,Lucknow
4,Nice please check out if you think buy this budget of phone,Good quality product,Jan 2024,Kanpur
5,So super product i love it,Brilliant,Jan 2024,Chandigarh
5,I moved from android to iOS. It was good compared with Android.,Perfect product!,Jan 2024,West Godavari District
5,Awesome nitin dev,Fabulous!,Jan 2024,Sitapur
5,Soo good,Best in the market!,Jan 2024,Hyderabad
4,"The iPhone 15 boasts impressive features and performance, but its somewhat disappointing to see a 60Hz refresh rate in 2024. Given the industrys trend towards higher refresh rates, Apples decision feels a bit behind the curve. Despite this, the device still delivers a seamless user experience with its top-notch build quality and advanced functionalities.",Good choice,Jan 2024,Ezhupunna
5,1st time I switched Android to IOS. Everything Good Harish A,Best in the market!,Jan 2024,Mangaluru
4,powerful samuel murmu,Pretty good,Jan 2024,Aizawl
1,Phn battery was coming Heat when I was putted to charge,Worst experience ever!,Jan 2024,Bengaluru
